time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
4,1917.973201848695,431.7263131565717,-103.52197754471904,1442,1.044291640799197,,,,
8,7027.025510114738,832.2167867508743,-87.80772216094287,1462,4.034954310352468,,,,
12,6533.73355797908,584.4980857912718,-92.97588007930469,1460,3.8032649559391185,,,,
16,9899.63178239178,669.8598864770003,-93.83542514850556,508,21.596311916508395,2.6145386695861816,-0.1833865195512771,0.001,685.0
20,10786.671109500987,518.6070183945322,-108.2392691239618,412,24.56692334125858,0.5692209601402283,-0.6701884865760803,0.001,971.0
24,13601.699039629815,501.9074391314855,-112.57207496802573,197,69.842910719122,4.636204719543457,-3.601038217544556,0.001,3069.0
28,13755.540108463441,508.3791361910037,-102.81269844106211,179,73.47881750888509,0.3084830641746521,-4.289775848388672,0.001,3556.0
32,16289.612666629155,557.2042241035815,-110.91906176185536,124,143.34942690884668,0.2148246765136718,-8.699859619140625,0.001,6584.0
36,19441.00873360416,597.6597212517695,-108.24395706989377,98,198.9837072927573,0.358093649148941,-11.045486450195312,0.001,10396.0
40,22648.559711354006,549.2582963496895,-105.12126395628061,95,220.23580230331345,0.2811804711818695,-13.011042594909668,0.001,11124.0
44,22076.150898237214,517.1335609842729,-111.99626483463312,94,226.7706176768393,0.5303866863250732,-12.48494815826416,0.001,11402.0
48,22594.558471427943,441.28234356273947,-109.39129616983817,93,237.01700950839336,0.3364267945289612,-12.82474136352539,0.001,11776.0
52,21727.60401685168,395.8152767132644,-118.268194008731,92,250.4817463673267,0.5677972435951233,-14.579623222351074,0.001,12141.0
56,21901.20921868209,367.6536187570234,-107.13675716777115,91,261.5458390459033,6.562808036804199,-14.867772102355955,0.001,12368.0
60,21192.064554137247,377.66719192825906,-104.68674353649203,90,260.95052121216946,0.6553403735160828,-15.372722625732422,0.001,12636.0
64,22823.107615777488,367.9717920976964,-105.14704629225358,89,253.893216293084,2.8331427574157715,-16.531234741210938,0.001,12936.0
68,23391.941967005438,331.6730614442941,-122.54966341186012,88,274.40423590402935,1.6698949337005615,-18.599334716796875,0.001,13238.0
72,23883.149692177845,306.6775534790427,-108.10566973214071,88,252.41539794881177,1.7869755029678345,-17.328144073486328,0.001,13473.0
76,22467.267568529496,312.24611410048743,-110.07040216246972,87,274.0730799849345,1.5031802654266355,-18.804649353027344,0.001,13788.0
80,25209.046298905752,298.85278163537515,-110.28261999664281,86,291.3014737520293,2.994556188583374,-19.91543960571289,0.001,14152.0
84,23035.19561777226,289.4490840216525,-113.90810624595231,85,299.8094292335153,1.2512165307998655,-19.96519470214844,0.001,14475.0
88,24819.81443093931,295.7964540476287,-105.20402683475406,84,272.02525823422036,1.7938792705535889,-19.917312622070312,0.001,14774.0
92,23769.597192276247,261.46410098965,-107.27572952060022,84,276.6314867006383,1.7713481187820437,-19.659313201904297,0.001,15040.0
96,25576.187087518236,272.8089099563284,-121.5293180402997,83,315.3025050119475,1.471366286277771,-20.771833419799805,0.001,15395.0
100,24605.649727415737,271.5401647398723,-118.22360497205287,82,297.43496105185443,0.7116581797599792,-20.909887313842773,0.001,15887.0
104,26782.653943836394,231.33421987086223,-116.0429457471492,82,343.8939973630282,2.55238938331604,-20.766685485839844,0.001,16224.0
108,28408.995361396657,210.595193202801,-110.78523860925665,81,330.13082553912693,1.7321105003356934,-19.671119689941406,0.001,16397.0
112,25240.556737843566,205.13291474769952,-120.76705792137052,81,317.26507481514045,1.6185026168823242,-18.920366287231445,0.001,16657.0
116,25840.052840931316,172.29483730219695,-118.7442902791646,80,346.1647002308226,2.579200029373169,-22.32954978942871,0.001,16930.0
120,25588.659590266056,153.57260619108328,-121.57876888861179,79,353.5060300021089,1.32169771194458,-23.215408325195312,0.001,17608.0
124,29796.483423209167,157.74973575808514,-117.15610059701514,78,346.2010381936089,1.3205277919769287,-22.45302963256836,0.001,18194.0
128,30563.805166865433,158.35904290529623,-118.52211903402929,77,375.5666848337091,2.357460021972656,-23.355133056640625,0.001,18874.0
132,31368.08249243335,120.44764295740144,-120.81354394127712,77,350.18446995468884,1.307404637336731,-20.72230339050293,0.001,19321.0
136,30085.05146667268,88.40999448647865,-106.81085119702811,76,369.3783747637312,1.9807941913604736,-23.37017822265625,0.001,19726.0
140,30065.60493390265,99.58663216209676,-110.79337819240637,75,410.79218209578,2.5382747650146484,-25.27615737915039,0.001,20361.0
144,32116.43855469836,88.77603017711627,-108.65288814803591,75,441.0951232590571,1.6506798267364502,-23.37860679626465,0.001,21025.0
148,31778.87616764753,104.2025729084986,-116.50046060371722,73,433.16312309583475,2.2718632221221924,-28.40468978881836,0.001,23020.0
152,34292.79303524016,108.79078798698362,-120.57377716113568,72,501.2881313940083,1.5723150968551636,-29.26412010192871,0.001,23910.0
156,36749.66344460296,164.2014120749003,-112.53976215338243,68,550.4076503047622,1.87372624874115,-30.308887481689453,0.001,28993.0
160,41267.31816389693,189.93554488999936,-119.1079234080074,66,617.167575332146,1.0489020347595217,-31.767587661743164,0.001,32679.0
164,46668.49860005201,218.01726365395115,-116.69076685297735,65,701.5542012600474,1.7122747898101809,-28.58534812927246,0.001,33295.0
168,43134.08807273194,216.67425425096943,-115.66771825543546,65,620.1314097816336,0.9949400424957277,-32.90213394165039,0.001,33824.0
172,44221.73452912646,194.66559772896625,-124.98572771349254,65,631.6958874713497,1.1047025918960571,-30.19112968444824,0.001,34248.0
176,42539.98605382623,202.6956134871334,-126.62738412073372,65,696.2129028481626,2.018393278121948,-30.577539443969727,0.001,34427.0
180,43313.72083371572,211.56575768121388,-123.80509189901461,65,670.4202079132583,1.219859004020691,-30.06745338439941,0.001,34598.0
184,47651.89464116781,196.1482374033855,-110.89890372801514,65,674.9861426125871,2.4358937740325928,-32.0960693359375,0.001,34759.0
