episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-13133.932135733308,-0.37472211655979736,-3642.486835661909,-0.10396843975668017,-9491.445300071399,-0.2707536768031174,-63592055.54255236,-1815.4300864628363,-18982.890600142798,-0.5415073536062348,63592055.54255236,1815.4300864628363,18982.890600142798,0.5415073536062348,42.00222596387089,35041,8760.0
2,-12649.63698126018,-0.3606991097744192,-3740.064340248658,-0.10674699515093664,-8909.572640187066,-0.2539521146234826,-76263467.73414922,-2176.581519015037,-17819.145280374132,-0.5079042292469652,76263467.73414922,2176.581519015037,17819.145280374132,0.5079042292469652,42.47881053622899,35041,8760.0
3,-15021.618618118676,-0.4288248952356587,-3102.594928825187,-0.08852402161621802,-11919.02368929349,-0.34030087361944063,-63220974.17325731,-1803.9073057110018,-23838.04737858698,-0.6806017472388813,63220974.17325731,1803.9073057110018,23838.04737858698,0.6806017472388813,40.63525584315516,35041,8760.0
4,-12168.324783948565,-0.34734620333692216,-3836.173494058885,-0.10948215656760797,-8332.15128988968,-0.2378640467693142,-79934794.94542542,-2281.391757477698,-16664.30257977936,-0.4757280935386284,79934794.94542542,2281.391757477698,16664.30257977936,0.4757280935386284,35.82374932222254,35041,8760.125
5,-7691.349261828233,-0.2194599401538777,-4258.8757830718325,-0.12152663485292936,-3432.4734787564006,-0.09793330530094835,-67863949.17301525,-1936.3670850048505,-6864.946957512801,-0.1958666106018967,67863949.17301525,1936.3670850048505,6864.946957512801,0.1958666106018967,28.9575069204646,35041,8760.0
6,-7610.499189821866,-0.2171043059702248,-3398.367866280209,-0.09701428869305395,-4212.131323541656,-0.12009001727717084,-67863528.67838264,-1949.5064773776254,-8424.262647083312,-0.24018003455434168,67863528.67838264,1949.5064773776254,8424.262647083312,0.24018003455434168,24.805228161296768,35041,8760.0
7,-7370.276206080648,-0.2103361278409024,-3510.371410625739,-0.10012798299701314,-3859.904795454909,-0.11020814484388928,-71633996.21137035,-2044.295680520772,-7719.809590909818,-0.22041628968777856,71633996.21137035,2044.295680520772,7719.809590909818,0.22041628968777856,24.114608601352703,35041,8760.0
8,-7672.78149031904,-0.21901566203019656,-3596.007196321637,-0.10265100129019894,-4076.774293997403,-0.11636466073999723,-82506505.82125057,-2354.417368825271,-8153.548587994806,-0.23272932147999446,82506505.82125057,-2354.417368825271,8153.548587994806,0.23272932147999446,24.305813190262835,35041,8760.0
9,-7582.3845032993725,-0.21634079527117438,-3780.8431408777736,-0.10792445828299267,-3801.5413624215987,-0.10841633747635505,-68625847.4162492,-1958.16677311712,-7603.0827248431975,-0.2168326749527101,68625847.4162492,-1958.16677311712,7603.0827248431975,0.2168326749527101,24.27156759224908,35041,8760.0
10,-7975.212806059027,-0.22763198767425336,-4055.529057236624,-0.1158702787080349,-3919.683748822403,-0.11176170896621857,-78651488.25973454,-2244.406731173693,-7839.367497644806,-0.22352341793243714,78651488.25973454,2244.406731173693,7839.367497644806,0.22352341793243714,22.990211466567732,35041,8760.083333333334
11,-7127.454369282635,-0.20352390502732524,-4028.868739625621,-0.11492921929232855,-3098.5856296570137,-0.08859468573571912,-66924872.18789342,-1909.142062108038,-6197.1712593140275,-0.17718937147143824,66924872.18789342,1909.142062108038,6197.1712593140275,0.17718937147143824,21.295054364886848,35041,8760.083333333334
12,-6233.895667165134,-0.1781562629477299,-3723.4322517267055,-0.10622575972446924,-2510.4634154384285,-0.07193050322326065,-76763100.20825814,-2187.3642926444713,-5020.926830876857,-0.1438610064465213,76763100.20825814,2187.3642926444713,5020.926830876857,0.1438610064465213,17.439570788504895,35041,8760.0
13,-6112.939819177505,-0.17366841378247425,-4525.272491647016,-0.12853971352355642,-1587.667327530489,-0.04512870025891758,-78469118.30815133,-2239.784021070438,-3175.334655060978,-0.09025740051783516,78469118.30815133,-2239.784021070438,3175.334655060978,0.09025740051783516,14.879712336976683,35041,8760.083333333334
14,-6415.416572848302,-0.1830786094609933,-4682.947755135088,-0.1336765055667305,-1732.4688177132138,-0.0494021038942628,-90261697.66706313,-2575.7175122199086,-3464.9376354264276,-0.0988042077885256,90261697.66706313,-2575.7175122199086,3464.9376354264276,0.0988042077885256,13.241631231985387,35041,8760.0
15,-5862.498893065383,-0.16729290879282025,-4350.208491694589,-0.12404916244244684,-1512.2904013707936,-0.043243746350373405,-90164396.7277258,-2563.8199815171193,-3024.580802741587,-0.08648749270074681,90164396.7277258,-2563.8199815171193,3024.580802741587,0.08648749270074681,12.054294240433772,35041,8760.0
16,-5722.170992153198,-0.16326993672892277,-4706.187923242849,-0.13434965495143415,-1015.9830689103492,-0.028920281777488566,-78994764.66991362,-2249.438392459351,-2031.9661378206985,-0.05784056355497713,78994764.66991362,-2249.438392459351,2031.9661378206985,0.05784056355497713,10.171176267370877,35041,8760.0
17,-5710.339268680177,-0.16292389336188935,-3784.2828977640795,-0.10793838936497472,-1926.0563709160975,-0.05504068127275463,-71913036.73614292,-2049.288515225964,-3852.112741832195,-0.11008136254550926,71913036.73614292,-2049.288515225964,3852.112741832195,0.11008136254550926,8.98442389567282,35041,8760.0
18,-5942.38728303278,-0.1694954820280743,-3426.1357958310136,-0.09771123914118182,-2516.251487201767,-0.0717842428868929,-88724197.68812655,-2528.4638980672565,-5032.502974403534,-0.1435684857737858,88724197.68812655,-2528.4638980672565,5032.502974403534,0.1435684857737858,6.881384383202097,35041,8760.0
19,-5277.8428441527,-0.1505554191526242,-4523.05297910723,-0.12906294347449287,-754.78986504547,-0.02165840567813134,-90566532.5642168,-2579.7356063287896,-1509.57973009094,-0.04331681135626268,90566532.5642168,-2579.7356063287896,1509.57973009094,0.04331681135626268,5.184384540474029,35041,8760.0
20,-5781.348101019304,-0.13639049464148678,-4091.647036658154,-0.116670086752223,-689.7010643611496,-0.019720407889601417,-67448214.19780853,-1921.933081770186,-1379.4021287222993,-0.039440815779202835,67448214.19780853,-1921.933081770186,1379.4021287222993,0.039440815779202835,3.278631932032206,35041,8760.0
21,-5926.405578442933,-0.14059845795463095,-3320.501124425532,-0.09474551812474864,-1605.9044540174008,-0.04585293982988241,-80585379.63501118,-2295.6521462994787,-3211.8089080348017,-0.09170587965976483,80585379.63501118,-2295.6521462994787,3211.8089080348017,0.09170587965976483,2.295002242748564,35041,8760.0
22,-5925.298226950779,-0.14056649452939654,-4195.37115986873,-0.11970706171053972,-729.9270670820492,-0.020859432818058383,-80895621.85312878,-2304.540103740373,-1459.8541341640984,-0.041718865636116765,80895621.85312878,-2304.540103740373,1459.8541341640984,0.041718865636116765,1.40590256302521,35041,8760.0
23,-5737.035312372872,-0.1437460471331206,-3856.794428669192,-0.1100189636755482,-1180.2408837036803,-0.03372708345757247,-66335240.56885334,-1893.8625264392767,-2360.4817674073606,-0.06745416691514494,66335240.56885334,-1893.8625264392767,2360.4817674073606,0.06745416691514494,1.171305189611872,35041,8760.0
