rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/std,train/learning_rate,train/explained_variance,train/approx_kl
97.68089226056959,-49.00482833587327,1,292.3053010697952,1135,0.1478053915003118,,,,,,,,,,,
112.08344567768795,-39.00592199955176,2,779.4008608212516,814,0.9804781519510142,-2.834359605610371,0.2,2339.0939918518065,10.0,-0.0080452713984414,903.5484619140624,0.0462890625,0.9975958466529846,0.0003,0.0011245012283325,0.0055953297
147.37822176347336,-299.0565255753877,3,4879.621831387961,744,11.069501004496033,-2.842374436557293,0.2,788.5701626300812,20.0,-0.0029764175458694,259.0343322753906,0.02412109375,1.00812029838562,0.0003,0.0023840069770812,0.002915573
148.13446679720334,-120.29621110248937,4,13197.780626209791,717,18.72429794488226,-2.8560757897794247,0.2,1056.1983037948607,30.0,-0.0053055821364978,805.8676147460938,0.015869140625,1.0130048990249634,0.0003,-0.0782159566879272,0.0038057514
242.95462140318205,-236.93007055145438,5,16651.39509515349,702,15.386395266463278,-2.8643645577132704,0.2,1193.637737083435,40.0,-0.00614321979956,619.545654296875,0.041455078125,1.0136942863464355,0.0003,-0.0367616415023803,0.0054127704
104.38462810496804,-274.2679909182655,6,1510.2715018269646,692,30.648209422439557,-2.863107708841562,0.2,856.0341857910156,50.0,-0.0024223334447015,284.8088684082031,0.038330078125,1.0116267204284668,0.0003,-0.0033398866653442,0.005959308
159.47338405757972,-75.32065602561437,7,3520.296277721838,683,15.741126255719823,-2.857688795030117,0.2,900.1399006843567,60.0,-0.0050768608809448,385.0852355957031,0.027734375,1.0086443424224854,0.0003,-0.0005255937576293,0.005729108
246.93056764028006,-349.5736679840086,8,19651.460890780607,678,24.117388446536143,-2.850752162188292,0.2,673.3999965190887,70.0,-0.0032237894833087,328.0853271484375,0.02783203125,1.0014163255691528,0.0003,-0.2111186981201172,0.004945154
179.76702837516916,-81.59993939274756,9,22300.360825268173,674,22.62558872317441,-2.8377230994403364,0.2,732.9152410030365,80.0,-0.0032132544933119,197.0654754638672,0.079248046875,0.9976813793182372,0.0003,-0.0013117790222167,0.008641804
121.45858963227008,-173.6688791841571,10,20348.219516474728,671,10.935954806648006,-2.8326891615986822,0.2,564.5942180156708,90.0,-0.0048357117862906,252.0182342529297,0.032177734375,0.9968596696853638,0.0003,-0.0017992258071899,0.0055896845
141.95376152369414,-112.5741532857435,11,29851.016492331644,668,37.718897307416704,-2.825116317719221,0.2,337.3456388950348,100.0,-0.0035591812789789,123.86048889160156,0.07890625,0.99525249004364,0.0003,-2.872943878173828e-05,0.0037579495
17.538490169053773,-84.54046705814065,12,24817.407627571556,665,38.82163889370371,-2.8149144098162653,0.2,417.4105851650238,110.0,-0.0072579225685331,156.73202514648438,0.06357421875,0.9839516878128052,0.0003,-0.003167986869812,0.010574807
242.45256499254089,-251.6902040234128,13,21559.50108181448,664,49.32337188590937,-2.8037189550697805,0.2,370.5604526042938,120.0,-0.0030391222302569,196.48619079589844,0.028271484375,0.97988760471344,0.0003,-2.288818359375e-05,0.007964106
70.3746020582499,-106.37187216344779,14,11653.446070735485,663,13.217130321961356,-2.7866069100797177,0.2,748.4685810565949,130.0,-0.0014188858483976,448.7716064453125,0.023828125,0.9715234637260436,0.0003,-8.845329284667969e-05,0.0042275437
130.1129456298632,-174.44498832132993,15,50100.21297901444,661,28.380859097489484,-2.782272057235241,0.2,333.2971948623657,140.0,-0.006666441251582,158.04200744628906,0.070458984375,0.9737643599510192,0.0003,-2.3603439331054688e-05,0.0068376465
79.00539976498455,-115.91541126442642,16,29580.52761807272,660,89.5912091076959,-2.780891654640436,0.2,272.37121427059174,150.0,-0.0060892398279975,109.44279479980467,0.036083984375,0.9727268815040588,0.0003,0.0002189874649047,0.0057096602
77.89885365687313,-115.95392609920023,17,58526.85818211609,659,19.108980898971645,-2.784740798920393,0.2,267.0200056791306,160.0,-0.005724690365605,154.47169494628906,0.02861328125,0.9754719138145448,0.0003,0.0172514915466308,0.0057420656
128.5286701355812,-157.7577578054049,18,46425.31245212494,658,72.848016685656,-2.7927454501390456,0.2,323.8358339548111,170.0,-0.0044545812204887,165.64019775390625,0.026611328125,0.9805364608764648,0.0003,0.0024799704551696,0.004347364
252.46207115358936,-162.50804568761114,19,41513.359454820275,657,70.61890126123511,-2.7981627941131597,0.2,580.2025874614716,180.0,-0.0028627387699089,291.5658874511719,0.007666015625,0.980499029159546,0.0003,-0.1285046339035034,0.0022890796
217.52020037672509,-9.173426659823235,20,27245.38986706854,657,42.09872044621173,-2.79779953584075,0.2,448.96689529418944,190.0,-0.0076033128709241,206.3998870849609,0.03349609375,0.9822326898574828,0.0003,0.1379401683807373,0.005153536
312.4085456622966,-13.035603112606594,21,5914.721169428063,656,79.18219058515376,-2.7974098846316338,0.2,394.0073709487915,200.0,-0.0068034755720873,221.7801971435547,0.0318359375,0.9796570539474488,0.0003,0.0859475135803222,0.0041871252
32.093777807722574,-69.86120994713326,22,65200.092921383024,655,67.35631958680433,-2.805973031371832,0.2,183.39143335819244,210.0,-0.0059279997614794,30.563133239746094,0.052099609375,0.9893731474876404,0.0003,0.3287568688392639,0.007020914
111.07032552280636,-135.12879868663532,23,68166.24334880809,655,127.58869385760241,-2.808014853298664,0.2,210.0165447473526,220.0,-0.0077192403048684,98.62284088134766,0.051123046875,0.9816839694976808,0.0003,0.1432384252548217,0.005672575
300.8331092206988,-116.52127755184415,24,57693.168483880814,654,117.5596536347477,-2.7966374821960924,0.2,247.34872632026676,230.0,-0.0042374795564683,155.36752319335938,0.0283203125,0.9766884446144104,0.0003,0.3227624893188476,0.004178811
297.80910360247066,-145.75319914796017,25,87521.41248949412,654,76.59689032591318,-2.7876037530601026,0.2,219.52771668434144,240.0,-0.0031896923697786,65.3726577758789,0.029541015625,0.9746148586273192,0.0003,0.3320243954658508,0.0041003893
432.9163832269786,-136.75961787520305,26,97463.72297199476,653,124.08898296700664,-2.7829786390066147,0.2,150.6085727453232,250.0,-0.0088321498114964,80.75416564941406,0.077978515625,0.9711443185806274,0.0003,0.3408660888671875,0.0076969042
525.7608912794458,-102.75176881955412,27,64251.902303440926,652,51.15405352491931,-2.7661785811185835,0.2,171.3510728120804,260.0,-0.0060472169760032,95.93578338623048,0.049560546875,0.9598444700241088,0.0003,0.2369347810745239,0.006173668
522.2948167452722,-83.82525527216633,28,15970.60629822041,652,97.33872656301305,-2.74372523277998,0.2,141.6910502076149,270.0,-0.0045909739361377,89.89115142822266,0.059375,0.9488409757614136,0.0003,0.4850316047668457,0.006992164
