rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/std,train/learning_rate,train/explained_variance,train/approx_kl
107.73684210526316,-258.9957217894737,1,2048,1135,1,,,,,,,,,,,
132.6,-224.93656853333331,2,4096,814,5,-2.834359605610371,0.2,2339.0939918518065,10,-0.008045271398441401,903.5484619140625,0.0462890625,0.9975958466529846,0.0003,0.0011245012283325195,0.0055953297
126.60416666666667,-206.31362562500001,3,6144,744,8,-2.842374436557293,0.2,788.5701626300812,20,-0.002976417545869481,259.0343322753906,0.02412109375,1.0081202983856201,0.0003,0.002384006977081299,0.002915573
125.49230769230769,-215.82399223076925,4,8192,717,11,-2.8560757897794247,0.2,1056.1983037948607,30,-0.005305582136497833,805.8676147460938,0.015869140625,1.0130048990249634,0.0003,-0.07821595668792725,0.0038057514
130.47435897435898,-214.0287687179487,5,10240,702,14,-2.8643645577132704,0.2,1193.637737083435,40,-0.006143219799560029,619.545654296875,0.041455078125,1.0136942863464355,0.0003,-0.03676164150238037,0.0054127704
129.11702127659575,-215.44941376595744,6,12288,692,17,-2.863107708841562,0.2,856.0341857910156,50,-0.002422333444701508,284.8088684082031,0.038330078125,1.0116267204284668,0.0003,-0.0033398866653442383,0.005959308
132.58,-208.35715678,7,14336,683,20,-2.857688795030117,0.2,900.1399006843567,60,-0.005076860880944878,385.0852355957031,0.027734375,1.0086443424224854,0.0003,-0.0005255937576293945,0.005729108
138.2,-201.62740638,8,16384,678,24,-2.8507521621882916,0.2,673.3999965190887,70,-0.003223789483308792,328.0853271484375,0.02783203125,1.0014163255691528,0.0003,-0.2111186981201172,0.004945154
134.63,-209.02598418999997,9,18432,674,27,-2.8377230994403364,0.2,732.9152410030365,80,-0.003213254493311979,197.0654754638672,0.079248046875,0.9976813793182373,0.0003,-0.0013117790222167969,0.008641804
137.98,-192.01305068000005,10,20480,671,30,-2.8326891615986822,0.2,564.5942180156708,90,-0.004835711786290631,252.0182342529297,0.032177734375,0.9968596696853638,0.0003,-0.0017992258071899414,0.0055896845
135.26,-182.45346673,11,22528,668,33,-2.825116317719221,0.2,337.34563889503477,100,-0.00355918127897894,123.86048889160156,0.07890625,0.9952524900436401,0.0003,-2.872943878173828e-05,0.0037579495
133.02,-160.23149311999998,12,24576,665,36,-2.8149144098162653,0.2,417.4105851650238,110,-0.007257922568533104,156.73202514648438,0.06357421875,0.9839516878128052,0.0003,-0.0031679868698120117,0.010574807
135.57,-145.60049556,13,26624,664,40,-2.8037189550697805,0.2,370.5604526042938,120,-0.0030391222302569077,196.48619079589844,0.028271484375,0.9798876047134399,0.0003,-2.288818359375e-05,0.007964106
136.69,-128.64907954000003,14,28672,663,43,-2.7866069100797177,0.2,748.4685810565949,130,-0.0014188858483976218,448.7716064453125,0.023828125,0.9715234637260437,0.0003,-8.845329284667969e-05,0.0042275437
144.97,-121.62252787,15,30720,661,46,-2.782272057235241,0.2,333.2971948623657,140,-0.006666441251582,158.04200744628906,0.070458984375,0.9737643599510193,0.0003,-2.3603439331054688e-05,0.0068376465
155.28,-115.80089931999998,16,32768,660,49,-2.780891654640436,0.2,272.37121427059174,150,-0.006089239827997517,109.44279479980469,0.036083984375,0.9727268815040588,0.0003,0.00021898746490478516,0.0057096602
167.03,-107.64995190000002,17,34816,659,52,-2.784740798920393,0.2,267.0200056791306,160,-0.005724690365605056,154.47169494628906,0.02861328125,0.9754719138145447,0.0003,0.01725149154663086,0.0057420656
174.46,-102.69519676,18,36864,658,55,-2.7927454501390456,0.2,323.8358339548111,170,-0.004454581220488763,165.64019775390625,0.026611328125,0.9805364608764648,0.0003,0.0024799704551696777,0.004347364
179.01,-99.65569807,19,38912,657,59,-2.7981627941131593,0.2,580.2025874614716,180,-0.0028627387699089015,291.5658874511719,0.007666015625,0.9804990291595459,0.0003,-0.12850463390350342,0.0022890796
184.26,-84.78096669,20,40960,657,62,-2.79779953584075,0.2,448.96689529418944,190,-0.007603312870924128,206.39988708496094,0.03349609375,0.9822326898574829,0.0003,0.1379401683807373,0.005153536
200.2,-85.17640252,21,43008,656,65,-2.7974098846316338,0.2,394.0073709487915,200,-0.0068034755720873365,221.7801971435547,0.0318359375,0.9796570539474487,0.0003,0.08594751358032227,0.0041871252
210.07,-79.63921078,22,45056,655,68,-2.805973031371832,0.2,183.39143335819244,210,-0.005927999761479441,30.563133239746094,0.052099609375,0.9893731474876404,0.0003,0.3287568688392639,0.007020914
226.72,-82.50274253000002,23,47104,655,71,-2.808014853298664,0.2,210.0165447473526,220,-0.007719240304868436,98.62284088134766,0.051123046875,0.9816839694976807,0.0003,0.14323842525482178,0.005672575
234.3,-83.87046445999998,24,49152,654,75,-2.7966374821960924,0.2,247.34872632026674,230,-0.004237479556468316,155.36752319335938,0.0283203125,0.9766884446144104,0.0003,0.32276248931884766,0.004178811
254.72,-80.22625043000001,25,51200,654,78,-2.7876037530601026,0.2,219.52771668434144,240,-0.0031896923697786405,65.3726577758789,0.029541015625,0.9746148586273193,0.0003,0.33202439546585083,0.0041003893
266.52,-78.47604892999999,26,53248,653,81,-2.7829786390066147,0.2,150.6085727453232,250,-0.008832149811496492,80.75416564941406,0.077978515625,0.9711443185806274,0.0003,0.3408660888671875,0.0076969042
280.23,-80.83816369,27,55296,652,84,-2.7661785811185835,0.2,171.3510728120804,260,-0.006047216976003256,95.93578338623047,0.049560546875,0.9598444700241089,0.0003,0.23693478107452393,0.006173668
295.85,-84.57888851000001,28,57344,652,87,-2.7437252327799797,0.2,141.6910502076149,270,-0.004590973936137744,89.89115142822266,0.059375,0.9488409757614136,0.0003,0.4850316047668457,0.006992164
309.57,-83.98125199999998,29,59392,651,91,-2.7241110637784005,0.2,164.8072678565979,280,-0.003923004143871367,115.63426208496094,0.045458984375,0.9415829181671143,0.0003,0.5701912939548492,0.006751216
331.67,-82.76376733999997,30,61440,651,94,-2.7204301111400127,0.2,87.35287648439407,290,-0.006715125552727841,48.34553527832031,0.06123046875,0.9434462189674377,0.0003,0.611387312412262,0.006128411
348.36,-81.79286899,31,63488,651,97,-2.689149916917086,0.2,57.48951786160469,300,-0.008262316841864958,24.62896728515625,0.09609375,0.9193313121795654,0.0003,0.36522573232650757,0.007852522
368.1,-78.71570109999999,32,65536,651,100,-2.6828332148492335,0.2,36.6081975877285,310,-0.008631600205262657,22.1732234954834,0.11123046875,0.930330753326416,0.0003,0.7006601095199585,0.008514455
384.98,-77.56142016000001,33,67584,651,103,-2.6864264838397505,0.2,65.51018339991569,320,-0.004821676016581478,18.042146682739258,0.051171875,0.9235258102416992,0.0003,0.7281297445297241,0.005998658
402.43,-78.41202694999998,34,69632,651,106,-2.6643109805881977,0.2,38.597288352251056,330,-0.0033919323395821266,16.735530853271484,0.03798828125,0.911483645439148,0.0003,0.7546588033437729,0.0047603063
411.31,-78.02074783,35,71680,650,110,-2.625655198097229,0.2,24.281794193387032,340,-0.0063997287368692925,6.830194473266602,0.084423828125,0.8889409303665161,0.0003,0.8383806645870209,0.008922878
422.86,-76.85015809999999,36,73728,650,113,-2.600448725372553,0.2,25.80682161450386,350,-0.007619908866763581,11.906310081481934,0.09951171875,0.8883166909217834,0.0003,0.8128195405006409,0.0072127525
444.56,-74.5340226,37,75776,650,116,-2.5911859020590784,0.2,68.60076930522919,360,-0.003956043879588833,7.238137722015381,0.07236328125,0.8790712952613831,0.0003,0.4137033224105835,0.0074451277
452.48,-72.94238207000001,38,77824,650,119,-2.573816741257906,0.2,56.235591703653334,370,-0.004902130978734931,5.79294490814209,0.0775390625,0.8741950988769531,0.0003,0.5012157559394836,0.0077239703
467.97,-71.69686195999999,39,79872,650,122,-2.5646722704172134,0.2,19.648533469438554,380,-0.0053504061492276375,7.466940879821777,0.05087890625,0.8727341890335083,0.0003,0.7284004390239716,0.005875405
484.39,-68.07990457,40,81920,649,126,-2.554656448960304,0.2,15.66791062951088,390,-0.004441410670551704,4.655464172363281,0.037109375,0.8650504350662231,0.0003,0.7564593851566315,0.0050250026
498.05,-68.85869627,41,83968,649,129,-2.5099962539970875,0.2,13.101642516255378,400,-0.006803112116176635,3.4195823669433594,0.06416015625,0.8355255126953125,0.0003,0.8083970844745636,0.0060773147
506.3,-67.95434723,42,86016,649,132,-2.475936783850193,0.2,46.12077767550945,410,-0.003548864540789509,4.402787685394287,0.050927734375,0.8331003189086914,0.0003,0.44034236669540405,0.005182815
522.9,-65.02346564,43,88064,649,135,-2.4700870998203754,0.2,10.02765807211399,420,-0.006216494772525038,2.962941884994507,0.08876953125,0.8301060199737549,0.0003,0.7985445708036423,0.0070939343
538.96,-63.15674440000001,44,90112,649,138,-2.450400146096945,0.2,9.804860858619213,430,-0.0038762959316954947,3.1455237865448,0.069775390625,0.8203163743019104,0.0003,0.8702940493822098,0.0058813537
553.49,-59.54970734,45,92160,649,141,-2.434450539946556,0.2,13.984127889573575,440,-0.0025110194183071144,4.45375394821167,0.0634765625,0.8169072866439819,0.0003,0.76850426197052,0.007966831
575.12,-51.67552578,46,94208,649,145,-2.4123618334531782,0.2,6.106386688351631,450,-0.003251914497377584,2.546694040298462,0.060205078125,0.7996535897254944,0.0003,0.9074426218867302,0.005821716
588.12,-46.45547560000001,47,96256,649,148,-2.3769666753709315,0.2,68.13773116320371,460,-0.005310056533198803,42.619537353515625,0.049560546875,0.7895877957344055,0.0003,0.3468225598335266,0.00817675
604.16,-43.409717459999996,48,98304,648,151,-2.347844425588846,0.2,44.95825755000114,470,-0.005762152470924775,5.944452285766602,0.06005859375,0.7750304341316223,0.0003,0.5143224596977234,0.0063083554
619.97,-38.85105948999999,49,100352,648,154,-2.3086019031703473,0.2,7.7189093988388775,480,-0.002676181378046749,1.5183217525482178,0.0572265625,0.7609138488769531,0.0003,0.8271021246910095,0.004979321
640.98,-31.87038603,50,102400,648,157,-2.270575699955225,0.2,2.6489127926528453,490,-0.003384154367086012,0.36815524101257324,0.100634765625,0.7467688322067261,0.0003,0.9658367745578289,0.01032486
656.38,-29.6078242,51,104448,648,161,-2.2484600864350797,0.2,47.61961413547397,500,-0.0013091068889480085,4.22511100769043,0.0484375,0.744373619556427,0.0003,0.6232731640338898,0.004310741
668.03,-26.527789070000004,52,106496,648,164,-2.2143707662820815,0.2,3.0418808106333017,510,-0.004375522949703736,0.8560785055160522,0.0748046875,0.7220908999443054,0.0003,0.9698213320225477,0.007099554
685.46,-22.298800840000002,53,108544,648,167,-2.1903309404850004,0.2,45.76533690243959,520,-0.0015184051997493952,4.5253705978393555,0.0646484375,0.7239289283752441,0.0003,0.5837671458721161,0.00622359
699.34,-20.612309640000003,54,110592,648,170,-2.150054210424423,0.2,1.6811199508607388,530,-0.011440477138967254,0.533345639705658,0.15869140625,0.6942200660705566,0.0003,0.9828239101916552,0.011482654
723.61,-14.50392339,55,112640,648,173,-2.1074099212884905,0.2,83.66305526345968,540,-0.002826425443345215,11.471843719482422,0.041650390625,0.6937984228134155,0.0003,0.47425079345703125,0.0034786155
733.19,-12.36779302,56,114688,648,176,-2.1021083489060404,0.2,5.975974840298295,550,-0.00455923501867801,2.7577121257781982,0.073828125,0.6907077431678772,0.0003,0.929015763103962,0.0055142315
749.77,-9.162419080000001,57,116736,648,180,-2.088683642446995,0.2,45.406805659458044,560,-0.003829060892894631,1.854387879371643,0.06025390625,0.6862437129020691,0.0003,0.7521624863147736,0.0046957135
752.18,-3.3351079799999974,58,118784,648,183,-2.06763636469841,0.2,5.2241097770631315,570,-0.001763209431010182,1.2602081298828125,0.071337890625,0.6749026775360107,0.0003,0.9450054839253426,0.00603565
766.19,-0.09016364999999596,59,120832,648,186,-2.047140904515982,0.2,135.26129279434682,580,-0.004312780423060758,59.56843566894531,0.065869140625,0.6725207567214966,0.0003,0.5161720216274261,0.0067118937
778.97,4.239882220000004,60,122880,648,189,-2.0472069308161736,0.2,5.834454771876335,590,-0.004592887179023819,1.7773892879486084,0.09716796875,0.6733783483505249,0.0003,0.9577375650405884,0.004411171
793.38,9.908612810000005,61,124928,648,192,-2.047092514485121,0.2,116.08374673575163,600,-0.00381968628425966,27.835947036743164,0.032177734375,0.6738260388374329,0.0003,0.5157392919063568,0.005682174
796.83,15.456689970000003,62,126976,648,195,-2.0408188231289386,0.2,31.07892392463982,610,-0.006930189647391671,58.738739013671875,0.069677734375,0.6692785024642944,0.0003,0.7849586755037308,0.008104236
811.59,18.641514060000002,63,129024,648,199,-2.035333101451397,0.2,90.9084288239479,620,-0.003250258891785052,81.73646545410156,0.050244140625,0.6703411340713501,0.0003,0.6991610825061798,0.0068034735
817.17,23.01262538,64,131072,648,202,-2.0366291463375092,0.2,5.871121929585934,630,-0.005310113824089057,2.2304863929748535,0.091357421875,0.6700791120529175,0.0003,0.954510111361742,0.008785835
830.32,27.038167389999998,65,133120,648,205,-2.0416211992502213,0.2,27.88888855241239,640,-0.0012584948497533332,1.1614410877227783,0.04541015625,0.6719167232513428,0.0003,0.8897646442055702,0.0020840159
831.84,27.82272669,66,135168,648,208,-2.034549517184496,0.2,2.582544979080558,650,-0.001964612693700474,1.5960475206375122,0.0810546875,0.6686393022537231,0.0003,0.9843104388564825,0.0062401583
841.3,33.29829979,67,137216,648,211,-2.030718933790922,0.2,34.19153990745544,660,-0.0058890232634439595,25.16506576538086,0.066552734375,0.6676441431045532,0.0003,0.7631862610578537,0.008591047
850.63,37.99092668,68,139264,647,214,-2.0244424872100355,0.2,54.81395190432668,670,-0.0030171920803695683,8.10981273651123,0.0568359375,0.6632324457168579,0.0003,0.7728904336690903,0.0063413163
863.8,42.605989529999995,69,141312,647,218,-2.0123345494270324,0.2,48.68068672940135,680,-0.001322810153942555,25.83555793762207,0.044677734375,0.6602624654769897,0.0003,0.7867947518825531,0.005444336
865.25,48.35947428999999,70,143360,647,221,-2.0116519533097743,0.2,2.855938394367695,690,-0.006153655184607487,0.824959933757782,0.097900390625,0.6632713079452515,0.0003,0.9702113941311836,0.008598892
863.57,52.57540177,71,145408,647,224,-2.0063143271952866,0.2,4.665349481813609,700,-0.0013532025783206335,1.268044114112854,0.045263671875,0.6550585031509399,0.0003,0.9570706225931644,0.0061317775
866.75,55.99388269,72,147456,647,227,-1.9947180435061456,0.2,44.14448702391237,710,-0.0050019952890579585,3.395021438598633,0.056640625,0.6569638848304749,0.0003,0.7292944192886353,0.006313571
860.66,63.44482242,73,149504,647,230,-1.9920461475849152,0.2,2.050011944491416,720,-0.0024421877598797435,0.697291374206543,0.07666015625,0.6534887552261353,0.0003,0.9848360624164343,0.009053248
853.55,65.9031444,74,151552,647,234,-1.9818592388182878,0.2,35.7119768217206,730,-0.0030076522365561687,1.379981279373169,0.09013671875,0.6508369445800781,0.0003,0.7664735615253448,0.010126701
850.29,70.29548829000001,75,153600,647,237,-1.9748652853071689,0.2,77.64688420668244,740,-0.0026710543330409563,4.015734672546387,0.02216796875,0.6488434076309204,0.0003,0.6041035652160645,0.0034965898
838.43,76.614088,76,155648,647,240,-1.9686235517263413,0.2,49.33927425146103,750,-0.0021591690485365687,11.64992618560791,0.0640625,0.6461708545684814,0.0003,0.7522920519113541,0.006648834
836.42,82.20833143999998,77,157696,647,243,-1.9530466556549073,0.2,62.640325577557086,760,-0.001644742400094401,56.95856475830078,0.04580078125,0.6383206844329834,0.0003,0.6792979538440704,0.0053828727
835.64,87.32063220999999,78,159744,647,246,-1.93593829870224,0.2,54.96131338048726,770,-0.002036556235543685,66.43404388427734,0.061376953125,0.6386827230453491,0.0003,0.699197918176651,0.010989725
835.64,90.63184634000001,79,161792,647,249,-1.9208545442670584,0.2,30.533279178291558,780,-0.0009737019165186212,14.867033958435059,0.0787109375,0.6259691119194031,0.0003,0.8669473379850388,0.0068878825
812.16,92.49377933,80,163840,647,253,-1.8701489716768265,0.2,1.923915628902614,790,-0.004170591899310239,0.9623662233352661,0.114013671875,0.6089918613433838,0.0003,0.9837588742375374,0.011593248
800.08,98.43946349000002,81,165888,646,256,-1.842609167098999,0.2,153.9821617692709,800,-0.0034192509381682614,85.43729400634766,0.066015625,0.6097030639648438,0.0003,0.4956909418106079,0.0073312595
776.92,99.48612788,82,167936,646,259,-1.837493573129177,0.2,71.84435262978077,810,-0.005630169232244952,42.80997848510742,0.0564453125,0.6044026613235474,0.0003,0.7470129132270813,0.0047588767
757.29,98.32020137,83,169984,646,263,-1.8218388590961694,0.2,73.89620877951384,820,-0.005548612437269185,42.858421325683594,0.030859375,0.6011925935745239,0.0003,0.7935208976268768,0.0057577724
761.12,98.64605754,84,172032,645,266,-1.8143381837755441,0.2,63.78649876266718,830,-0.005010319637221983,11.116260528564453,0.052099609375,0.5992592573165894,0.0003,0.8502003401517868,0.0051826406
753.69,99.40926250999999,85,174080,645,269,-1.8036072619259358,0.2,6.377587665431202,840,-0.004286399311968126,2.0508596897125244,0.092578125,0.5946094393730164,0.0003,0.9787346925586462,0.0092387535
737.27,98.16666472000001,86,176128,645,272,-1.7918747588992119,0.2,31.867220974713565,850,-0.00481426902115345,8.034455299377441,0.06337890625,0.5925604104995728,0.0003,0.9129636585712433,0.0054148743
737.27,98.96861051000002,87,178176,645,276,-1.7878035672008992,0.2,77.8662115290761,860,-0.0033833723042334895,26.620649337768555,0.043603515625,0.5910099744796753,0.0003,0.8610968887805939,0.0060191974
728.52,98.93367742999999,88,180224,645,279,-1.7918786093592645,0.2,6.5639117889106275,870,-0.0023558195753139444,2.208742618560791,0.069970703125,0.5937903523445129,0.0003,0.9714441355317831,0.008657318
727.88,99.66413343,89,182272,645,282,-1.7904865000396968,0.2,75.56922862380743,880,-0.00101194749440765,4.530091285705566,0.04892578125,0.5912602543830872,0.0003,0.8062288016080856,0.007620927
733.55,98.73392985999999,90,184320,645,285,-1.785516369715333,0.2,23.616204166784883,890,-0.009147617798589636,3.023240327835083,0.10830078125,0.5914320945739746,0.0003,0.9336948990821838,0.0092424
727.26,98.47583877,91,186368,645,288,-1.7792860586196184,0.2,4.844332229718566,900,-0.002251983505266253,1.059401035308838,0.09326171875,0.5853407382965088,0.0003,0.9749428611248732,0.010505177
721.29,100.22091065999997,92,188416,644,292,-1.7672364719212055,0.2,38.11819710060954,910,-0.0028262731728318615,2.0963494777679443,0.079150390625,0.5857964754104614,0.0003,0.8540846556425095,0.0074724816
725.89,99.51212489999998,93,190464,644,295,-1.7697077259421348,0.2,97.75210281908512,920,-0.0015676156544941477,71.03604125976562,0.03564453125,0.5871131420135498,0.0003,0.7044845223426819,0.006334415
732.29,100.97085486999998,94,192512,644,298,-1.7603663891553878,0.2,25.67978804539889,930,-0.0018400464075966738,0.7008734345436096,0.08291015625,0.5799262523651123,0.0003,0.9025334119796753,0.008914804
732.29,100.59989194999999,95,194560,644,301,-1.7415403474122286,0.2,3.2747837522998453,940,-0.00040436723138554954,0.6147879958152771,0.090966796875,0.5748535990715027,0.0003,0.9717222545295954,0.008924048
743.72,102.3263856,96,196608,644,305,-1.7152418542653323,0.2,3.923774298839271,950,-0.003121038174504065,1.0124409198760986,0.080517578125,0.5665368437767029,0.0003,0.9780234917998314,0.010620458
738.21,102.72314486,97,198656,643,308,-1.698666651546955,0.2,3.03895251955837,960,-0.001729574520868482,1.361592173576355,0.068505859375,0.5629647970199585,0.0003,0.9736660048365593,0.008015785
728.69,100.89898624000003,98,200704,643,311,-1.6841225147247314,0.2,103.52826832085847,970,-0.0004046022724651266,10.44649887084961,0.0498046875,0.5608606934547424,0.0003,0.6812022924423218,0.0052234656
727.95,100.91614663,99,202752,643,314,-1.6808718085289,0.2,146.59144997894765,980,-0.006050051093188813,39.6074333190918,0.0537109375,0.5610508918762207,0.0003,0.5780799090862274,0.008092261
718.01,102.83477183999999,100,204800,643,318,-1.680271951854229,0.2,62.7789052259177,990,-0.004295082305543474,2.010450839996338,0.0591796875,0.5609618425369263,0.0003,0.6936368644237518,0.004310109
708.13,105.1651534,101,206848,643,321,-1.6797007314860821,0.2,72.24294509887696,1000,0.00019047673558816313,35.020545959472656,0.059814453125,0.5591739416122437,0.0003,0.7763012498617172,0.004792652
708.81,107.7399718,102,208896,643,324,-1.6714331354945897,0.2,122.29037594497204,1010,-0.0006743487931089476,91.6275634765625,0.0265625,0.5575292110443115,0.0003,0.6797857582569122,0.002413536
707.39,105.89356765000001,103,210944,643,327,-1.6556634560227395,0.2,38.57626847624779,1020,0.0006183896955917589,4.503108501434326,0.059765625,0.5488071441650391,0.0003,0.812641441822052,0.0054788105
